skill_id	prereq_id	source	type
opensalt.17b.	csp.K-OA3	llm	prerequisite
opensalt.17a.	csp.K-OA3	llm	prerequisite
opensalt.7b.	csp.K-OA3	llm	prerequisite
opensalt.13b.	csp.K-OA3	llm	prerequisite
opensalt.13a.	csp.K-OA3	llm	prerequisite
opensalt.4a.	csp.K-OA3	llm	prerequisite
opensalt.10d.	csp.K-OA3	llm	prerequisite
opensalt.3b.	csp.K-OA3	llm	prerequisite
opensalt.43	csp.K-CC7	llm	prerequisite
opensalt.17b.	csp.K-CC7	llm	prerequisite
opensalt.17a.	csp.K-CC7	llm	prerequisite
opensalt.7b.	csp.K-CC7	llm	prerequisite
opensalt.13b.	csp.K-CC7	llm	prerequisite
opensalt.13a.	csp.K-CC7	llm	prerequisite
opensalt.4a.	csp.K-CC7	llm	prerequisite
opensalt.10d.	csp.K-CC7	llm	prerequisite
opensalt.3b.	csp.K-CC7	llm	prerequisite
opensalt.43	csp.K-CC4c	llm	prerequisite
opensalt.17b.	csp.K-CC4c	llm	prerequisite
opensalt.17a.	csp.K-CC4c	llm	prerequisite
opensalt.7b.	csp.K-CC4c	llm	prerequisite
opensalt.13b.	csp.K-CC4c	llm	prerequisite
opensalt.13a.	csp.K-CC4c	llm	prerequisite
opensalt.4a.	csp.K-CC4c	llm	prerequisite
opensalt.10d.	csp.K-CC4c	llm	prerequisite
opensalt.3b.	csp.K-CC4c	llm	prerequisite
opensalt.43	csp.K-CC4b	llm	prerequisite
opensalt.17b.	csp.K-CC4b	llm	prerequisite
opensalt.17a.	csp.K-CC4b	llm	prerequisite
opensalt.7b.	csp.K-CC4b	llm	prerequisite
opensalt.13b.	csp.K-CC4b	llm	prerequisite
opensalt.13a.	csp.K-CC4b	llm	prerequisite
opensalt.4a.	csp.K-CC4b	llm	prerequisite
opensalt.10d.	csp.K-CC4b	llm	prerequisite
opensalt.3b.	csp.K-CC4b	llm	prerequisite
opensalt.43	csp.K-CC4a	llm	prerequisite
opensalt.17b.	csp.K-CC4a	llm	prerequisite
opensalt.17a.	csp.K-CC4a	llm	prerequisite
opensalt.7b.	csp.K-CC4a	llm	prerequisite
opensalt.13b.	csp.K-CC4a	llm	prerequisite
opensalt.13a.	csp.K-CC4a	llm	prerequisite
opensalt.4a.	csp.K-CC4a	llm	prerequisite
opensalt.10d.	csp.K-CC4a	llm	prerequisite
opensalt.3b.	csp.K-CC4a	llm	prerequisite
opensalt.43	csp.K-CC3	llm	prerequisite
opensalt.17b.	csp.K-CC3	llm	prerequisite
opensalt.17a.	csp.K-CC3	llm	prerequisite
opensalt.7b.	csp.K-CC3	llm	prerequisite
opensalt.13b.	csp.K-CC3	llm	prerequisite
opensalt.13a.	csp.K-CC3	llm	prerequisite
opensalt.4a.	csp.K-CC3	llm	prerequisite
opensalt.10d.	csp.K-CC3	llm	prerequisite
opensalt.3b.	csp.K-CC3	llm	prerequisite
opensalt.43	csp.K-CC2	llm	prerequisite
opensalt.17b.	csp.K-CC2	llm	prerequisite
opensalt.17a.	csp.K-CC2	llm	prerequisite
opensalt.7b.	csp.K-CC2	llm	prerequisite
opensalt.13b.	csp.K-CC2	llm	prerequisite
opensalt.13a.	csp.K-CC2	llm	prerequisite
opensalt.4a.	csp.K-CC2	llm	prerequisite
opensalt.10d.	csp.K-CC2	llm	prerequisite
opensalt.3b.	csp.K-CC2	llm	prerequisite
opensalt.7b.	csp.K-CC1	llm	prerequisite
opensalt.7b.	csp.MP8	llm	prerequisite
opensalt.13b.	csp.MP8	llm	prerequisite
opensalt.13a.	csp.MP8	llm	prerequisite
opensalt.4a.	csp.MP8	llm	prerequisite
opensalt.10d.	csp.MP8	llm	prerequisite
opensalt.3b.	csp.MP8	llm	prerequisite
opensalt.17b.	csp.MP3	llm	prerequisite
opensalt.17a.	csp.MP3	llm	prerequisite
opensalt.7b.	csp.MP3	llm	prerequisite
opensalt.13b.	csp.MP3	llm	prerequisite
opensalt.13a.	csp.MP3	llm	prerequisite
opensalt.3b.	csp.MP3	llm	prerequisite
opensalt.7b.	csp.MP1	llm	prerequisite
opensalt.13b.	csp.MP1	llm	prerequisite
opensalt.13a.	csp.MP1	llm	prerequisite
opensalt.10d.	csp.MP1	llm	prerequisite
opensalt.3b.	csp.MP1	llm	prerequisite
csp.7-EE1	opensalt.13b.	llm	prerequisite
csp.7-EE1	opensalt.13a.	llm	prerequisite
csp.7-EE1	opensalt.4a.	llm	prerequisite
opensalt.17b.	csp.RN.1	llm	prerequisite
opensalt.17a.	csp.RN.1	llm	prerequisite
csp.RN.1	opensalt.13b.	llm	prerequisite
csp.RN.1	opensalt.13a.	llm	prerequisite
csp.RN.1	opensalt.4a.	llm	prerequisite
opensalt.17b.	csp.7-NS2d	llm	prerequisite
opensalt.17a.	csp.7-NS2d	llm	prerequisite
opensalt.3b.	csp.7-NS2d	llm	prerequisite
opensalt.17b.	csp.7-NS2c	llm	prerequisite
opensalt.17a.	csp.7-NS2c	llm	prerequisite
csp.7-NS2c	opensalt.13b.	llm	prerequisite
csp.7-NS2c	opensalt.13a.	llm	prerequisite
csp.7-NS2c	opensalt.4a.	llm	prerequisite
opensalt.3b.	csp.7-NS2c	llm	prerequisite
opensalt.17b.	csp.7-NS2b	llm	prerequisite
opensalt.17a.	csp.7-NS2b	llm	prerequisite
csp.7-NS2b	opensalt.13b.	llm	prerequisite
csp.7-NS2b	opensalt.13a.	llm	prerequisite
csp.7-NS2b	opensalt.4a.	llm	prerequisite
opensalt.3b.	csp.7-NS2b	llm	prerequisite
opensalt.17b.	csp.7-NS2a	llm	prerequisite
opensalt.17a.	csp.7-NS2a	llm	prerequisite
csp.7-NS2a	opensalt.13b.	llm	prerequisite
csp.7-NS2a	opensalt.13a.	llm	prerequisite
csp.7-NS2a	opensalt.4a.	llm	prerequisite
opensalt.3b.	csp.7-NS2a	llm	prerequisite
opensalt.17b.	csp.7-NS1d	llm	prerequisite
opensalt.17a.	csp.7-NS1d	llm	prerequisite
csp.7-NS1d	opensalt.13b.	llm	prerequisite
csp.7-NS1d	opensalt.13a.	llm	prerequisite
csp.7-NS1d	opensalt.4a.	llm	prerequisite
opensalt.3b.	csp.7-NS1d	llm	prerequisite
opensalt.17b.	csp.7.C.2	llm	prerequisite
opensalt.17a.	csp.7.C.2	llm	prerequisite
csp.7.C.2	opensalt.13b.	llm	prerequisite
csp.7.C.2	opensalt.13a.	llm	prerequisite
csp.7.C.2	opensalt.4a.	llm	prerequisite
opensalt.3b.	csp.7.C.2	llm	prerequisite
opensalt.17b.	csp.7-NS1b	llm	prerequisite
opensalt.17a.	csp.7-NS1b	llm	prerequisite
csp.7-NS1b	opensalt.13b.	llm	prerequisite
csp.7-NS1b	opensalt.13a.	llm	prerequisite
csp.7-NS1b	opensalt.4a.	llm	prerequisite
opensalt.3b.	csp.7-NS1b	llm	prerequisite
opensalt.17b.	csp.RN.6	llm	prerequisite
opensalt.17a.	csp.RN.6	llm	prerequisite
csp.RN.6	opensalt.13b.	llm	prerequisite
csp.RN.6	opensalt.13a.	llm	prerequisite
csp.RN.6	opensalt.4a.	llm	prerequisite
opensalt.3b.	csp.RN.6	llm	prerequisite
opensalt.17b.	csp.RN.4	llm	prerequisite
opensalt.17a.	csp.RN.4	llm	prerequisite
csp.RN.4	opensalt.13b.	llm	prerequisite
csp.RN.4	opensalt.13a.	llm	prerequisite
csp.RN.4	opensalt.4a.	llm	prerequisite
opensalt.3b.	csp.RN.4	llm	prerequisite
opensalt.17b.	csp.RN.3	llm	prerequisite
opensalt.17a.	csp.RN.3	llm	prerequisite
csp.RN.3	opensalt.13b.	llm	prerequisite
csp.RN.3	opensalt.13a.	llm	prerequisite
opensalt.3b.	csp.RN.3	llm	prerequisite
csp.7-G6	opensalt.17b.	llm	prerequisite
csp.7-G6	opensalt.17a.	llm	prerequisite
csp.7-G5	opensalt.17b.	llm	prerequisite
csp.7-G5	opensalt.17a.	llm	prerequisite
csp.7-G5	opensalt.7b.	llm	prerequisite
csp.7-G5	opensalt.13b.	llm	prerequisite
csp.7-G5	opensalt.13a.	llm	prerequisite
csp.7-G4	opensalt.17b.	llm	prerequisite
csp.7-G4	opensalt.17a.	llm	prerequisite
csp.7-G3	opensalt.17b.	llm	prerequisite
csp.7-G3	opensalt.17a.	llm	prerequisite
csp.7-G2	opensalt.17b.	llm	prerequisite
csp.7-G2	opensalt.17a.	llm	prerequisite
opensalt.43	csp.7-G1	llm	prerequisite
csp.7-G1	opensalt.17b.	llm	prerequisite
csp.7-G1	opensalt.17a.	llm	prerequisite
opensalt.10d.	csp.7-G1	llm	prerequisite
opensalt.43	csp.5.R.RS.7	llm	prerequisite
opensalt.17b.	csp.5.R.RS.7	llm	prerequisite
opensalt.17a.	csp.5.R.RS.7	llm	prerequisite
opensalt.7b.	csp.5.R.RS.7	llm	prerequisite
opensalt.13b.	csp.5.R.RS.7	llm	prerequisite
opensalt.13a.	csp.5.R.RS.7	llm	prerequisite
opensalt.3b.	csp.5.R.RS.7	llm	prerequisite
opensalt.13a.	csp.3L3.b	llm	prerequisite
opensalt.43	csp.3-NF3b	llm	prerequisite
opensalt.17b.	csp.3-NF3b	llm	prerequisite
opensalt.17a.	csp.3-NF3b	llm	prerequisite
opensalt.3b.	csp.3-NF3b	llm	prerequisite
opensalt.43	csp.3-NF3a	llm	prerequisite
opensalt.17b.	csp.3-NF3a	llm	prerequisite
opensalt.7.EE2	csp.MA.5.FR.2.AP.1b	llm	prerequisite
opensalt.7.EE2	csp.MA.5.FR.2.AP.1a	llm	prerequisite
opensalt.7.EE2	csp.MA.5.DP.1.AP.2	llm	prerequisite
opensalt.7.EE2	csp.MA.5.DP.1.AP.1	llm	prerequisite
opensalt.7.EE2	csp.MA.5.AR.3.AP.2	llm	prerequisite
opensalt.7.EE2	csp.MA.5.AR.3.AP.1	llm	prerequisite
opensalt.7.EE2	csp.MA.5.AR.2.AP.4	llm	prerequisite
opensalt.7.EE2	csp.MA.5.AR.2.AP.3	llm	prerequisite
opensalt.7.EE2	csp.MA.5.AR.2.AP.2	llm	prerequisite
opensalt.7.EE2	csp.MA.5.AR.2.AP.1	llm	prerequisite
opensalt.7.EE2	csp.MA.5.AR.1.AP.3	llm	prerequisite
opensalt.7.EE2	csp.MA.5.AR.1.AP.2b	llm	prerequisite
opensalt.7.EE2	csp.MA.5.AR.1.AP.2a	llm	prerequisite
opensalt.7.EE2	csp.MA.5.AR.1.AP.1	llm	prerequisite
opensalt.7.EE2	csp.MA.4.NSO.2.AP.7	llm	prerequisite
opensalt.7.EE2	csp.MA.4.NSO.2.AP.6	llm	prerequisite
opensalt.7.EE2	csp.MA.4.NSO.2.AP.5	llm	prerequisite
opensalt.7.EE2	csp.MA.4.NSO.2.AP.4	llm	prerequisite
opensalt.7.EE2	csp.MA.4.NSO.2.AP.3	llm	prerequisite
opensalt.7.EE2	csp.MA.4.NSO.2.AP.2	llm	prerequisite
opensalt.7.EE2	csp.MA.4.NSO.2.AP.1	llm	prerequisite
opensalt.7.EE2	csp.MA.4.NSO.1.AP.5	llm	prerequisite
opensalt.7.EE2	csp.MA.4.NSO.1.AP.3	llm	prerequisite
opensalt.7.EE2	csp.MA.4.NSO.1.AP.2	llm	prerequisite
opensalt.7.EE2	csp.MA.4.NSO.1.AP.1	llm	prerequisite
opensalt.7.EE2	csp.MA.4.M.2.AP.2	llm	prerequisite
opensalt.7.EE2	csp.MA.4.M.2.AP.1b	llm	prerequisite
opensalt.7.EE2	csp.MA.4.M.2.AP.1a	llm	prerequisite
opensalt.7.EE2	csp.MA.4.M.1.AP.2b	llm	prerequisite
opensalt.7.EE2	csp.MA.4.M.1.AP.2a	llm	prerequisite
opensalt.7.EE2	csp.MA.4.M.1.AP.1b	llm	prerequisite
opensalt.7.EE2	csp.MA.4.M.1.AP.1a	llm	prerequisite
opensalt.7.EE2	csp.MA.4.GR.2.AP.2	llm	prerequisite
opensalt.7.EE2	csp.MA.4.GR.2.AP.1	llm	prerequisite
opensalt.7.EE2	csp.MA.4.GR.1.AP.3	llm	prerequisite
opensalt.7.EE2	csp.MA.4.GR.1.AP.2	llm	prerequisite
opensalt.7.EE2	csp.MA.4.GR.1.AP.1	llm	prerequisite
opensalt.7.EE2	csp.MA.4.FR.2.AP.3	llm	prerequisite
opensalt.7.EE2	csp.MA.4.FR.2.AP.2	llm	prerequisite
opensalt.7.EE2	csp.MA.4.FR.2.AP.1	llm	prerequisite
opensalt.7.EE2	csp.MA.4.FR.1.AP.4b	llm	prerequisite
opensalt.7.EE2	csp.MA.4.FR.1.AP.4a	llm	prerequisite
opensalt.7.EE2	csp.MA.4.FR.1.AP.3	llm	prerequisite
opensalt.7.EE2	csp.MA.4.FR.1.AP.2	llm	prerequisite
opensalt.7.EE2	csp.MA.4.FR.1.AP.1	llm	prerequisite
opensalt.7.EE2	csp.MA.4.DP.1.AP.3	llm	prerequisite
opensalt.7.EE2	csp.MA.4.DP.1.AP.2	llm	prerequisite
opensalt.7.EE2	csp.MA.4.DP.1.AP.1	llm	prerequisite
opensalt.7.EE2	csp.MA.4.AR.3.AP.2	llm	prerequisite
opensalt.7.EE2	csp.MA.4.AR.3.AP.1	llm	prerequisite
opensalt.7.EE2	csp.MA.4.AR.2.AP.2	llm	prerequisite
opensalt.7.EE2	csp.MA.4.AR.2.AP.1	llm	prerequisite
opensalt.7.EE2	csp.MA.4.AR.1.AP.3	llm	prerequisite
opensalt.7.EE2	csp.MA.4.AR.1.AP.2	llm	prerequisite
opensalt.7.EE2	csp.MA.4.AR.1.AP.1	llm	prerequisite
opensalt.7.EE2	csp.MA.3.NSO.2.AP.4	llm	prerequisite
opensalt.7.EE2	csp.MA.3.NSO.2.AP.2	llm	prerequisite
opensalt.7.EE2	csp.MA.3.NSO.2.AP.1	llm	prerequisite
opensalt.7.EE2	csp.MA.3.NSO.1.AP.4	llm	prerequisite
opensalt.7.EE2	csp.MA.3.NSO.1.AP.2	llm	prerequisite
opensalt.7.EE2	csp.MA.3.NSO.1.AP.1	llm	prerequisite
opensalt.7.EE2	csp.MA.3.M.2.AP.2	llm	prerequisite
opensalt.7.EE2	csp.MA.3.M.2.AP.1	llm	prerequisite
opensalt.7.EE2	csp.MA.3.M.1.AP.2b	llm	prerequisite
opensalt.7.EE2	csp.MA.3.M.1.AP.2a	llm	prerequisite
opensalt.7.EE2	csp.MA.3.M.1.AP.1b	llm	prerequisite
opensalt.7.EE2	csp.MA.3.M.1.AP.1a	llm	prerequisite
opensalt.7.EE2	csp.MA.3.GR.2.AP.4	llm	prerequisite
opensalt.7.EE2	csp.MA.3.GR.2.AP.3	llm	prerequisite
opensalt.7.EE2	csp.MA.3.GR.2.AP.2	llm	prerequisite
opensalt.7.EE2	csp.MA.3.GR.2.AP.1	llm	prerequisite
opensalt.7.EE2	csp.MA.3.GR.1.AP.2	llm	prerequisite
opensalt.7.EE2	csp.MA.3.GR.1.AP.1	llm	prerequisite
opensalt.7.EE2	csp.MA.3.FR.2.AP.2	llm	prerequisite
opensalt.7.EE2	csp.MA.3.FR.2.AP.1	llm	prerequisite
opensalt.7.EE2	csp.MA.3.FR.1.AP.3	llm	prerequisite
opensalt.7.EE2	csp.MA.3.FR.1.AP.2	llm	prerequisite
opensalt.7.EE2	csp.MA.3.FR.1.AP.1	llm	prerequisite
opensalt.7.EE2	csp.MA.3.DP.1.AP.2c	llm	prerequisite
opensalt.7.EE2	csp.MA.3.DP.1.AP.2b	llm	prerequisite
opensalt.7.EE2	csp.MA.3.DP.1.AP.2a	llm	prerequisite
opensalt.7.EE2	csp.MA.3.DP.1.AP.1b	llm	prerequisite
opensalt.7.EE2	csp.MA.3.DP.1.AP.1a	llm	prerequisite
opensalt.7.EE2	csp.MA.3.AR.3.AP.3	llm	prerequisite
opensalt.7.EE2	csp.MA.3.AR.3.AP.2	llm	prerequisite
opensalt.8.P1	csp.MA.3.AR.2.AP.3	llm	prerequisite
opensalt.8.P1	csp.MA.1.DP.1.AP.1	llm	prerequisite
opensalt.8.P1	csp.MA.1.AR.2.AP.3	llm	prerequisite
opensalt.7.EE2	csp.MA.1.AR.2.AP.3	llm	prerequisite
opensalt.8.P1	csp.MA.1.AR.2.AP.2	llm	prerequisite
opensalt.7.EE2	csp.MA.1.AR.2.AP.2	llm	prerequisite
opensalt.8.P1	csp.MA.1.AR.2.AP.1	llm	prerequisite
opensalt.7.EE2	csp.MA.1.AR.2.AP.1	llm	prerequisite
opensalt.8.P1	csp.MA.1.AR.1.AP.2	llm	prerequisite
opensalt.7.EE2	csp.MA.1.AR.1.AP.2	llm	prerequisite
opensalt.8.P1	csp.MA.1.AR.1.AP.1	llm	prerequisite
opensalt.7.EE2	csp.MA.1.AR.1.AP.1	llm	prerequisite
opensalt.8.P1	csp.MA.K.NSO.3.AP.2	llm	prerequisite
opensalt.7.EE2	csp.MA.K.NSO.3.AP.2	llm	prerequisite
opensalt.8.P1	csp.MA.K.NSO.3.AP.1	llm	prerequisite
opensalt.7.EE2	csp.MA.K.NSO.3.AP.1	llm	prerequisite
opensalt.8.P1	csp.MA.K.NSO.2.AP.3	llm	prerequisite
opensalt.7.EE2	csp.MA.K.NSO.2.AP.3	llm	prerequisite
opensalt.8.P1	csp.MA.K.NSO.2.AP.2	llm	prerequisite
opensalt.7.EE2	csp.MA.K.NSO.2.AP.2	llm	prerequisite
opensalt.8.P1	csp.MA.K.NSO.2.AP.1	llm	prerequisite
opensalt.7.EE2	csp.MA.K.NSO.2.AP.1	llm	prerequisite
opensalt.8.P1	csp.MA.K.NSO.1.AP.4	llm	prerequisite
opensalt.7.EE2	csp.MA.K.NSO.1.AP.4	llm	prerequisite
opensalt.8.P1	csp.MA.K.NSO.1.AP.3	llm	prerequisite
opensalt.7.EE2	csp.MA.K.NSO.1.AP.3	llm	prerequisite
opensalt.7.EE2	csp.MA.K.NSO.1.AP.2	llm	prerequisite
opensalt.8.P1	csp.MA.K.NSO.1.AP.1	llm	prerequisite
opensalt.7.EE2	csp.MA.K.NSO.1.AP.1	llm	prerequisite
opensalt.8.P1	csp.MA.K.M.1.AP.3	llm	prerequisite
opensalt.7.EE2	csp.MA.K.M.1.AP.3	llm	prerequisite
opensalt.8.P1	csp.MA.K.M.1.AP.2	llm	prerequisite
opensalt.7.EE2	csp.MA.K.M.1.AP.2	llm	prerequisite
opensalt.8.P1	csp.MA.K.M.1.AP.1	llm	prerequisite
opensalt.7.EE2	csp.MA.K.M.1.AP.1	llm	prerequisite
opensalt.8.P1	csp.MA.K.GR.1.AP.5	llm	prerequisite
opensalt.7.EE2	csp.MA.K.GR.1.AP.5	llm	prerequisite
opensalt.8.P1	csp.MA.K.GR.1.AP.4	llm	prerequisite
opensalt.7.EE2	csp.MA.K.GR.1.AP.4	llm	prerequisite
opensalt.8.P1	csp.MA.K.GR.1.AP.3b	llm	prerequisite
opensalt.7.EE2	csp.MA.K.GR.1.AP.3b	llm	prerequisite
opensalt.8.P1	csp.MA.K.GR.1.AP.3a	llm	prerequisite
opensalt.7.EE2	csp.MA.K.GR.1.AP.3a	llm	prerequisite
opensalt.8.P1	csp.MA.K.GR.1.AP.2b	llm	prerequisite
opensalt.7.EE2	csp.MA.K.GR.1.AP.2b	llm	prerequisite
opensalt.8.P1	csp.MA.K.GR.1.AP.2a	llm	prerequisite
opensalt.7.EE2	csp.MA.K.GR.1.AP.2a	llm	prerequisite
opensalt.8.P1	csp.MA.K.GR.1.AP.1	llm	prerequisite
opensalt.7.EE2	csp.MA.K.GR.1.AP.1	llm	prerequisite
opensalt.8.P1	csp.MA.K.DP.1.AP.1	llm	prerequisite
opensalt.7.EE2	csp.MA.K.DP.1.AP.1	llm	prerequisite
opensalt.8.P1	csp.MA.K.AR.2.AP.1	llm	prerequisite
opensalt.7.EE2	csp.MA.K.AR.2.AP.1	llm	prerequisite
opensalt.8.P1	csp.MA.K.AR.1.AP.3	llm	prerequisite
opensalt.7.EE2	csp.MA.K.AR.1.AP.3	llm	prerequisite
opensalt.8.P1	csp.MA.K.AR.1.AP.2	llm	prerequisite
opensalt.7.EE2	csp.MA.K.AR.1.AP.2	llm	prerequisite
opensalt.8.P1	csp.MA.K.AR.1.AP.1	llm	prerequisite
opensalt.7.EE2	csp.MA.K.AR.1.AP.1	llm	prerequisite
csp.MA.6.DP.1.6	opensalt.8.P1	llm	prerequisite
csp.MA.912.T.1.2	opensalt.8.P1	llm	prerequisite
csp.MA.912.T.1.1	opensalt.8.P1	llm	prerequisite
csp.MA.912.DP.6.8	opensalt.8.P1	llm	prerequisite
csp.MA.912.DP.6.7	opensalt.8.P1	llm	prerequisite
csp.MA.912.DP.6.6	opensalt.8.P1	llm	prerequisite
csp.MA.912.DP.6.5	opensalt.8.P1	llm	prerequisite
csp.MA.912.DP.6.4	opensalt.8.P1	llm	prerequisite
csp.MA.912.DP.6.3	opensalt.8.P1	llm	prerequisite
csp.MA.912.DP.6.2	opensalt.8.P1	llm	prerequisite
csp.MA.912.DP.6.1	opensalt.8.P1	llm	prerequisite
csp.MA.912.DP.5.11	opensalt.8.P1	llm	prerequisite
csp.MA.912.DP.5.10	opensalt.8.P1	llm	prerequisite
csp.MA.912.DP.5.9	opensalt.8.P1	llm	prerequisite
csp.MA.912.DP.5.8	opensalt.8.P1	llm	prerequisite
csp.MA.912.DP.5.7	opensalt.8.P1	llm	prerequisite
csp.MA.912.DP.5.6	opensalt.8.P1	llm	prerequisite
csp.MA.912.DP.5.5	opensalt.8.P1	llm	prerequisite
csp.MA.912.DP.5.4	opensalt.8.P1	llm	prerequisite
csp.MA.912.DP.5.2	opensalt.8.P1	llm	prerequisite
csp.MA.912.DP.5.1	opensalt.8.P1	llm	prerequisite
csp.MA.912.DP.4.10	opensalt.8.P1	llm	prerequisite
csp.MA.912.DP.4.9	opensalt.8.P1	llm	prerequisite
csp.MA.912.DP.4.8	opensalt.8.P1	llm	prerequisite
csp.MA.912.DP.4.7	opensalt.8.P1	llm	prerequisite
csp.MA.912.DP.4.5	opensalt.8.P1	llm	prerequisite
csp.MA.912.DP.4.4	opensalt.8.P1	llm	prerequisite
csp.MA.912.DP.4.3	opensalt.8.P1	llm	prerequisite
opensalt.8.P1	csp.MA.2.DP.1.2	llm	prerequisite
opensalt.8.P1	csp.MA.2.DP.1.1	llm	prerequisite
opensalt.8.P1	csp.MA.3.FR.1.1	llm	prerequisite
csp.MA.4.DP.1.2	opensalt.8.P1	llm	prerequisite
opensalt.8.P1	csp.MA.4.DP.1.1	llm	prerequisite
opensalt.8.P1	csp.MA.5.DP.1.1	llm	prerequisite
opensalt.8.P1	csp.MA.K.DP.1.1	llm	prerequisite
opensalt.8.P1	csp.MA.7.DP.2.AP.4	llm	prerequisite
opensalt.8.P1	csp.MA.7.DP.2.AP.3	llm	prerequisite
opensalt.8.P1	csp.MA.7.DP.2.AP.2	llm	prerequisite
opensalt.8.P1	csp.MA.7.DP.2.AP.1	llm	prerequisite
csp.MA.8.DP.2.AP.3	opensalt.8.P1	llm	prerequisite
csp.MA.8.DP.2.AP.2	opensalt.8.P1	llm	prerequisite
csp.MA.8.DP.2.AP.1	opensalt.8.P1	llm	prerequisite
csp.MA.912.DP.4.AP.8	opensalt.8.P1	llm	prerequisite
csp.MA.912.DP.4.AP.7	opensalt.8.P1	llm	prerequisite
csp.MA.912.DP.4.AP.6	opensalt.8.P1	llm	prerequisite
csp.MA.912.DP.4.AP.3	opensalt.8.P1	llm	prerequisite
csp.MA.912.DP.4.AP.2	opensalt.8.P1	llm	prerequisite
csp.MA.912.DP.4.AP.1	opensalt.8.P1	llm	prerequisite
csp.MA.912.DP.3.AP.3	opensalt.8.P1	llm	prerequisite
csp.MA.912.DP.3.AP.2	opensalt.8.P1	llm	prerequisite
csp.MA.912.DP.3.AP.1	opensalt.8.P1	llm	prerequisite
csp.MA.912.DP.2.AP.9	opensalt.8.P1	llm	prerequisite
csp.MA.912.DP.2.AP.8	opensalt.8.P1	llm	prerequisite
csp.MA.912.DP.2.AP.5	opensalt.8.P1	llm	prerequisite
csp.MA.912.DP.2.AP.4	opensalt.8.P1	llm	prerequisite
csp.MA.912.DP.2.AP.1	opensalt.8.P1	llm	prerequisite
csp.MA.912.DP.1.AP.4	opensalt.8.P1	llm	prerequisite
csp.MA.912.DP.1.AP.3	opensalt.8.P1	llm	prerequisite
csp.MA.912.DP.1.AP.2	opensalt.8.P1	llm	prerequisite
csp.MA.912.DP.1.AP.1b	opensalt.8.P1	llm	prerequisite
csp.MA.912.DP.1.AP.1a	opensalt.8.P1	llm	prerequisite
csp.MA.912.AR.9.AP.7	opensalt.8.P1	llm	prerequisite
csp.MA.912.AR.9.AP.6	opensalt.8.P1	llm	prerequisite
csp.MA.912.AR.9.AP.5	opensalt.8.P1	llm	prerequisite
csp.MA.912.AR.9.AP.4	opensalt.8.P1	llm	prerequisite
csp.MA.912.AR.9.AP.3	opensalt.8.P1	llm	prerequisite
csp.MA.912.AR.9.AP.2	opensalt.8.P1	llm	prerequisite
csp.MA.912.AR.9.AP.1	opensalt.8.P1	llm	prerequisite
csp.MA.912.AR.8.AP.3	opensalt.8.P1	llm	prerequisite
csp.MA.912.AR.8.AP.2	opensalt.8.P1	llm	prerequisite
csp.MA.912.AR.8.AP.1	opensalt.8.P1	llm	prerequisite
csp.MA.912.AR.7.AP.3	opensalt.8.P1	llm	prerequisite
csp.MA.912.AR.7.AP.2	opensalt.8.P1	llm	prerequisite
csp.MA.912.AR.7.AP.1	opensalt.8.P1	llm	prerequisite
csp.MA.912.AR.6.AP.5	opensalt.8.P1	llm	prerequisite
csp.MA.912.AR.6.AP.1	opensalt.8.P1	llm	prerequisite
csp.MA.912.AR.5.AP.9	opensalt.8.P1	llm	prerequisite
csp.MA.912.AR.5.AP.8	opensalt.8.P1	llm	prerequisite
csp.MA.912.AR.5.AP.7	opensalt.8.P1	llm	prerequisite
csp.MA.912.AR.5.AP.6	opensalt.8.P1	llm	prerequisite
csp.MA.912.AR.5.AP.5	opensalt.8.P1	llm	prerequisite
csp.MA.912.AR.5.AP.4	opensalt.8.P1	llm	prerequisite
csp.MA.912.AR.5.AP.3	opensalt.8.P1	llm	prerequisite
csp.MA.912.AR.5.AP.2	opensalt.8.P1	llm	prerequisite
csp.MA.912.AR.4.AP.4	opensalt.8.P1	llm	prerequisite
csp.MA.912.AR.4.AP.3	opensalt.8.P1	llm	prerequisite
csp.MA.912.AR.4.AP.2	opensalt.8.P1	llm	prerequisite
csp.MA.912.AR.3.AP.10	opensalt.8.P1	llm	prerequisite
csp.MA.912.AR.3.AP.9	opensalt.8.P1	llm	prerequisite
csp.MA.912.AR.3.AP.8	opensalt.8.P1	llm	prerequisite
csp.MA.912.AR.3.AP.7	opensalt.8.P1	llm	prerequisite
csp.MA.912.AR.3.AP.6	opensalt.8.P1	llm	prerequisite
csp.MA.912.AR.3.AP.5	opensalt.8.P1	llm	prerequisite
opensalt.7.EE2	csp.MA.6.NSO.4.2	llm	prerequisite
opensalt.7.EE2	csp.MA.6.NSO.4.1	llm	prerequisite
opensalt.7.EE2	csp.MA.6.NSO.2.3	llm	prerequisite
opensalt.7.EE2	csp.MA.6.NSO.2.2	llm	prerequisite
opensalt.7.EE2	csp.MA.6.NSO.2.1	llm	prerequisite
opensalt.7.EE2	csp.MA.7.AR.4.5	llm	prerequisite
opensalt.7.EE2	csp.MA.7.AR.4.4	llm	prerequisite
opensalt.7.EE2	csp.MA.7.AR.4.3	llm	prerequisite
opensalt.7.EE2	csp.MA.7.AR.4.2	llm	prerequisite
opensalt.7.EE2	csp.MA.7.AR.4.1	llm	prerequisite
opensalt.7.EE2	csp.MA.7.NSO.1.1	llm	prerequisite
opensalt.7.EE2	csp.MA.8.AR.3.5	llm	prerequisite
