id	ext_ids	ext_urls	label	description	tags	source	grade_start	grade_end
esco.0ee7b0d6-db98-4785-9948-f2ef415d155a	http://data.europa.eu/esco/skill/0ee7b0d6-db98-4785-9948-f2ef415d155a;lcsh.sh85107550	http://data.europa.eu/esco/skill/0ee7b0d6-db98-4785-9948-f2ef415d155a;http://id.loc.gov/authorities/subjects/sh85107550	write research proposals	Synthetise and write proposals aiming to solve research problems. Draft the proposal baseline and objectives, the estimated budget, risks and impact. Document the advances and new developments on the relevant subject and field of study.	skill competence	esco	7.0	7.0
esco.0ee94af1-b445-4973-9c3f-459fab250342	http://data.europa.eu/esco/skill/0ee94af1-b445-4973-9c3f-459fab250342;lcsh.sh2008117731	http://data.europa.eu/esco/skill/0ee94af1-b445-4973-9c3f-459fab250342;http://id.loc.gov/authorities/subjects/sh2008117731	apply conflict management	Take ownership of the handling of all complaints and disputes showing empathy and understanding to achieve resolution. Be fully aware of all Social Responsibility protocols and procedures, and be able to deal with a problematic gambling situation in a professional manner with maturity and empathy.	skill competence	esco	9.0	12.0
esco.0ee94c0a-3716-494a-95a2-dcbab9e58be2	http://data.europa.eu/esco/skill/0ee94c0a-3716-494a-95a2-dcbab9e58be2;lcsh.sh2007003723	http://data.europa.eu/esco/skill/0ee94c0a-3716-494a-95a2-dcbab9e58be2;http://id.loc.gov/authorities/subjects/sh2007003723	business requirements techniques	The procedures required to identify and analyse business and organisational needs.	knowledge	esco	9.0	12.0
esco.0ee9e985-0ee5-4a73-8a12-78b53b261bb2	http://data.europa.eu/esco/skill/0ee9e985-0ee5-4a73-8a12-78b53b261bb2	http://data.europa.eu/esco/skill/0ee9e985-0ee5-4a73-8a12-78b53b261bb2	interact verbally in English	Communicate orally in English.	skill competence	esco	5.0	10.0
esco.0eece926-f1a3-4b65-9b99-a35e4c0eb835	http://data.europa.eu/esco/skill/0eece926-f1a3-4b65-9b99-a35e4c0eb835;dbpedia.Food_decorations	http://data.europa.eu/esco/skill/0eece926-f1a3-4b65-9b99-a35e4c0eb835;http://dbpedia.org/resource/Category:Food_decorations	care for food aesthetic	Convey presentation and aesthetic elements into the production of food. Cut products properly, manage right quantities into the product, care for the attractiveness of the product.	skill competence	esco	0.0	2.0
esco.0ef924c5-1ecb-4f94-b059-7516756a55ff	http://data.europa.eu/esco/skill/0ef924c5-1ecb-4f94-b059-7516756a55ff;lcsh.sh85097218	http://data.europa.eu/esco/skill/0ef924c5-1ecb-4f94-b059-7516756a55ff;http://id.loc.gov/authorities/subjects/sh85097218	types of pallets	The structure, properties and use of the two main types of pallets: stringer and block pallets.	knowledge	esco		
esco.0efad746-55ba-4586-b481-ebfb1f7a8488	http://data.europa.eu/esco/skill/0efad746-55ba-4586-b481-ebfb1f7a8488;lcsh.sh85046495	http://data.europa.eu/esco/skill/0efad746-55ba-4586-b481-ebfb1f7a8488;http://id.loc.gov/authorities/subjects/sh85046495	apply export strategies	Follow and implement strategies according to the size of the company and possible advantages towards the international market. Set goals to export products or commodities to the market, in order to minimize risks for potential buyers.	skill competence	esco		
esco.0efbe2dc-2770-47ec-b8f4-d1bdff6ac0a4	http://data.europa.eu/esco/skill/0efbe2dc-2770-47ec-b8f4-d1bdff6ac0a4;lcsh.sh2010111071	http://data.europa.eu/esco/skill/0efbe2dc-2770-47ec-b8f4-d1bdff6ac0a4;http://id.loc.gov/authorities/subjects/sh2010111071	advise on risk management	Provide advice on risk management policies and prevention strategies and their implementation, being aware of different kinds of risks to a specific organisation.	skill competence	esco	9.0	12.0
esco.0efd5409-0b0a-4dea-8d62-6bb960f61cdd	http://data.europa.eu/esco/skill/0efd5409-0b0a-4dea-8d62-6bb960f61cdd	http://data.europa.eu/esco/skill/0efd5409-0b0a-4dea-8d62-6bb960f61cdd	make legal decisions	Make decisions in legal cases in order to reach an official conclusion which has to be enforced, creating a decision which is legally binding for the parties involved in the case.	skill competence	esco	3.0	5.0
esco.0f040ee7-075c-4986-9a6c-d20f846d69d6	http://data.europa.eu/esco/skill/0f040ee7-075c-4986-9a6c-d20f846d69d6;dbpedia.Rail_technologies	http://data.europa.eu/esco/skill/0f040ee7-075c-4986-9a6c-d20f846d69d6;http://dbpedia.org/resource/Category:Rail_technologies	rail construction engineering	Thoroughly understand the nature of rail construction engineering; understand safety requirements and related security standards and procedures, to ensure that designs optimise constructability and maintainability.	knowledge	esco	0.0	12.0
esco.0f0698e7-04e4-4bf7-9af2-e3191147525a	http://data.europa.eu/esco/skill/0f0698e7-04e4-4bf7-9af2-e3191147525a	http://data.europa.eu/esco/skill/0f0698e7-04e4-4bf7-9af2-e3191147525a	optimise production processes parameters	Optimise and maintain the parameters of the production process such as flow, temperature or pressure.	skill competence	esco	9.0	12.0
esco.0f16809e-a1a4-46a4-ae8e-058f5d0d358a	http://data.europa.eu/esco/skill/0f16809e-a1a4-46a4-ae8e-058f5d0d358a;lcsh.sh2008003519	http://data.europa.eu/esco/skill/0f16809e-a1a4-46a4-ae8e-058f5d0d358a;http://id.loc.gov/authorities/subjects/sh2008003519	prototyping in the wearing apparel industry	The main principles of prototyping for the manufacturing of wearing apparel and made-up textiles: sizes, body measurements, specification, and behaviour of fabrics after cutting.	knowledge	esco	9.0	11.0
esco.0f206574-328b-4c71-892b-8d0335ad311f	http://data.europa.eu/esco/skill/0f206574-328b-4c71-892b-8d0335ad311f	http://data.europa.eu/esco/skill/0f206574-328b-4c71-892b-8d0335ad311f	interpret customer non-verbal communication	Interpret the non-verbal communication signals of customers, e.g. to assess personality traits or current mood. Use observations to tailor services to the client.	skill competence	esco	6.0	12.0
esco.0f214f63-f8bd-49b0-b6c0-160650b0ca89	http://data.europa.eu/esco/skill/0f214f63-f8bd-49b0-b6c0-160650b0ca89	http://data.europa.eu/esco/skill/0f214f63-f8bd-49b0-b6c0-160650b0ca89	select mould types	Select the appropriate type and size of mould based on the operation.	skill competence	esco		
esco.0f298334-ae4a-4ab7-96c2-0d90d2883768	http://data.europa.eu/esco/skill/0f298334-ae4a-4ab7-96c2-0d90d2883768;lcsh.sh85058683	http://data.europa.eu/esco/skill/0f298334-ae4a-4ab7-96c2-0d90d2883768;http://id.loc.gov/authorities/subjects/sh85058683	assist individuals with disabilities in community activities	Facilitate the inclusion of individuals with disabilities in the community and support them to establish and maintain relationships through access to community activities, venues and services.	skill competence	esco	0.0	12.0
esco.0f2cb38a-6e97-4f49-80f7-1da9e5835ed0	http://data.europa.eu/esco/skill/0f2cb38a-6e97-4f49-80f7-1da9e5835ed0	http://data.europa.eu/esco/skill/0f2cb38a-6e97-4f49-80f7-1da9e5835ed0	buffing motions	The different processes, or motions, used in polishing, depending on the desired end result concerning the level of smoothness and shininess of the metal workpiece: cut motion or colour motion.	knowledge	esco	8.0	8.0
esco.0f2cd213-1f80-4c02-96c9-bf183834f7d6	http://data.europa.eu/esco/skill/0f2cd213-1f80-4c02-96c9-bf183834f7d6;lcsh.sh2009129424	http://data.europa.eu/esco/skill/0f2cd213-1f80-4c02-96c9-bf183834f7d6;http://id.loc.gov/authorities/subjects/sh2009129424	identify learning disorders	Observe and detect symptoms of Specific Learning Difficulties such as attention deficit hyperactivity disorder (ADHD), dyscalculia, and dysgraphia in children or adult learners. Refer the student to the correct specialised educational expert if necessary.	skill competence	esco	0.0	12.0
esco.0f351347-3117-417a-b372-7e58d28dce07	http://data.europa.eu/esco/skill/0f351347-3117-417a-b372-7e58d28dce07;lcsh.sh85008482	http://data.europa.eu/esco/skill/0f351347-3117-417a-b372-7e58d28dce07;http://id.loc.gov/authorities/subjects/sh85008482	manage art facilities staff	Manage, direct and coach the museum or any art facility education and mediation staff.	skill competence	esco		
esco.0f365cf9-4f68-4a25-affc-75de20bcdc09	http://data.europa.eu/esco/skill/0f365cf9-4f68-4a25-affc-75de20bcdc09	http://data.europa.eu/esco/skill/0f365cf9-4f68-4a25-affc-75de20bcdc09	conduct analysis of ship data	Collect information from a vessel's management software and cross reference it to analyse the data from different points of view and inform decision-making.	skill competence	esco		
esco.0f36a58f-56ba-47dc-8bae-d3df3e5398fe	http://data.europa.eu/esco/skill/0f36a58f-56ba-47dc-8bae-d3df3e5398fe	http://data.europa.eu/esco/skill/0f36a58f-56ba-47dc-8bae-d3df3e5398fe	decide on make-up process	Define the make-up materials and methods you will use.	skill competence	esco	9.0	12.0
esco.0f3ac478-54fa-4305-b077-50e3c0baeb8c	http://data.europa.eu/esco/skill/0f3ac478-54fa-4305-b077-50e3c0baeb8c	http://data.europa.eu/esco/skill/0f3ac478-54fa-4305-b077-50e3c0baeb8c	manage physiotherapy staff	Recruit, train, manage, develop and supervise physiotherapy staff where appropriate, ensuring provision of a clinically effective service to clients, recognising the need for further training both for oneself and other physiotherapy staff.	skill competence	esco		
esco.0f3ea1c3-d929-49c7-8551-88e7bf64dda9	http://data.europa.eu/esco/skill/0f3ea1c3-d929-49c7-8551-88e7bf64dda9;lcsh.sh85141733	http://data.europa.eu/esco/skill/0f3ea1c3-d929-49c7-8551-88e7bf64dda9;http://id.loc.gov/authorities/subjects/sh85141733	operate rotary vacuum-drum filter	Set up and monitor the machine that produces pads or cakes by creating a vacuum to draw the slurry through a filter onto the rotating drum and to remove moisture.	skill competence	esco		
esco.0f46a403-9606-465f-8247-8ae975ff4f35	http://data.europa.eu/esco/skill/0f46a403-9606-465f-8247-8ae975ff4f35	http://data.europa.eu/esco/skill/0f46a403-9606-465f-8247-8ae975ff4f35	communicate verbal instructions	Communicate transparent instructions. Ensure that messages are understood and followed correctly.	skill competence	esco	6.0	8.0
esco.0f4c6e98-2eea-4e45-931d-c20a27f8f327	http://data.europa.eu/esco/skill/0f4c6e98-2eea-4e45-931d-c20a27f8f327;lcsh.sh85005266	http://data.europa.eu/esco/skill/0f4c6e98-2eea-4e45-931d-c20a27f8f327;http://id.loc.gov/authorities/subjects/sh85005266	animal transport regulations	The legal requirements relating to safe and efficient transport of animals.	knowledge	esco		
esco.0f4cc60e-820e-439d-8810-31a2cc27ada6	http://data.europa.eu/esco/skill/0f4cc60e-820e-439d-8810-31a2cc27ada6;lcsh.sh93001160	http://data.europa.eu/esco/skill/0f4cc60e-820e-439d-8810-31a2cc27ada6;http://id.loc.gov/authorities/subjects/sh93001160	use water disinfection equipment	Operate equipment for water disinfection, using different methods and techniques, such as mechanical filtration, depending on needs.	skill competence	esco	9.0	12.0
esco.0f4ef8ad-309b-4574-a62b-12dd33a2f800	http://data.europa.eu/esco/skill/0f4ef8ad-309b-4574-a62b-12dd33a2f800	http://data.europa.eu/esco/skill/0f4ef8ad-309b-4574-a62b-12dd33a2f800	tend glass forming machines	Tend automatic glass forming machines by setting them up and operating them in order to press, blow, or spin gobs of molten glass in moulds having end-products such as bottles, containers or cathode ray tubes.	skill competence	esco		
esco.0f5374e3-0b9b-4b16-af7a-49654ce0bb15	http://data.europa.eu/esco/skill/0f5374e3-0b9b-4b16-af7a-49654ce0bb15	http://data.europa.eu/esco/skill/0f5374e3-0b9b-4b16-af7a-49654ce0bb15	human-robot collaboration	Human-Robot Collaboration is the study of collaborative processes in which human and robot agents work together to achieve shared goals. Human-Robot Collaboration (HRC) is an interdisciplinary research area comprising classical robotics, human-computer interaction, artificial intelligence, design, cognitive sciences and psychology. It is related to the definition of the plans and the rules for communication to perform a task and achieve a goal in a joint action with a robot.	knowledge	esco	9.0	12.0
esco.0f551181-e1af-47e2-b2d8-ff9f4e011ecd	http://data.europa.eu/esco/skill/0f551181-e1af-47e2-b2d8-ff9f4e011ecd;dbpedia.Medical_assessment_and_evaluation_instruments	http://data.europa.eu/esco/skill/0f551181-e1af-47e2-b2d8-ff9f4e011ecd;http://dbpedia.org/resource/Category:Medical_assessment_and_evaluation_instruments	use clinical assessment techniques	Use clinical reasoning techniques and clinical judgement when applying a range of appropriate assessment techniques, such as mental status assessment, diagnosis, dynamic formulation, and potential treatment planning.	skill competence	esco	9.0	12.0
esco.0f58f88f-d46d-45d7-b0a1-46364e5f7013	http://data.europa.eu/esco/skill/0f58f88f-d46d-45d7-b0a1-46364e5f7013;lcsh.sh99004788	http://data.europa.eu/esco/skill/0f58f88f-d46d-45d7-b0a1-46364e5f7013;http://id.loc.gov/authorities/subjects/sh99004788	plumbing tools	A variety of common plumbing tools and their usage cases, limitations and risks.	knowledge	esco	0.0	0.0
esco.0f5b4a1d-33e1-4ef0-8efa-0d0aaa69d3d4	http://data.europa.eu/esco/skill/0f5b4a1d-33e1-4ef0-8efa-0d0aaa69d3d4;dbpedia.Clocks	http://data.europa.eu/esco/skill/0f5b4a1d-33e1-4ef0-8efa-0d0aaa69d3d4;http://dbpedia.org/resource/Category:Clocks	inspect clocks	Inspect clocks and watches and their components for any defects, deterioration or damage. Check electronic timepieces with measuring and testing instruments.	skill competence	esco	1.0	6.0
esco.0f5bd097-ed76-47f7-8f44-93be67967b5f	http://data.europa.eu/esco/skill/0f5bd097-ed76-47f7-8f44-93be67967b5f;lcsh.sh2008120469	http://data.europa.eu/esco/skill/0f5bd097-ed76-47f7-8f44-93be67967b5f;http://id.loc.gov/authorities/subjects/sh2008120469	explain financial jargon	Explain all details of financial products in plain words to clients, including financial terms and all costs.	skill competence	esco	6.0	8.0
esco.0f62b20e-90ea-446b-b5a4-eb5ece4057b0	http://data.europa.eu/esco/skill/0f62b20e-90ea-446b-b5a4-eb5ece4057b0	http://data.europa.eu/esco/skill/0f62b20e-90ea-446b-b5a4-eb5ece4057b0	develop strategic plans for physiotherapy services	Contribute to the development of systems, policies and procedures for the provision of physiotherapy services, sharing knowledge and contributing to internal and external learning opportunities.	skill competence	esco	6.0	8.0
esco.0f6a4412-7517-4db9-bf3f-53597ff48f1e	http://data.europa.eu/esco/skill/0f6a4412-7517-4db9-bf3f-53597ff48f1e	http://data.europa.eu/esco/skill/0f6a4412-7517-4db9-bf3f-53597ff48f1e	monitor casino finances	Monitor and review the finances and betting accounts of a casino.	skill competence	esco	6.0	8.0
esco.0f7b4bf5-8d37-4205-bd61-fe0878e9d9e2	http://data.europa.eu/esco/skill/0f7b4bf5-8d37-4205-bd61-fe0878e9d9e2;lcsh.sh85118098	http://data.europa.eu/esco/skill/0f7b4bf5-8d37-4205-bd61-fe0878e9d9e2;http://id.loc.gov/authorities/subjects/sh85118098	adjust production schedule	Adjust work schedule in order to maintain permanent shift operation.	skill competence	esco		
esco.0f829ca3-7352-4a54-a991-b2fb3412c94c	http://data.europa.eu/esco/skill/0f829ca3-7352-4a54-a991-b2fb3412c94c;lcsh.sh99014477	http://data.europa.eu/esco/skill/0f829ca3-7352-4a54-a991-b2fb3412c94c;http://id.loc.gov/authorities/subjects/sh99014477	advise customers on appropriate pet care	Provide information to customers on how to feed and care for pets, appropriate food choices, vaccination needs, etc.	skill competence	esco		
esco.0f84b07a-6092-47d8-819e-9ad146e10749	http://data.europa.eu/esco/skill/0f84b07a-6092-47d8-819e-9ad146e10749;lcsh.sh85013087	http://data.europa.eu/esco/skill/0f84b07a-6092-47d8-819e-9ad146e10749;http://id.loc.gov/authorities/subjects/sh85013087	stretch belts	Stretch the belts to fit the moulds, fastening multiple moulds using a metal rod nut.	skill competence	esco	9.0	12.0
esco.0f850624-ae28-47c2-ab80-484290a96aea	http://data.europa.eu/esco/skill/0f850624-ae28-47c2-ab80-484290a96aea;lcsh.sh85084075	http://data.europa.eu/esco/skill/0f850624-ae28-47c2-ab80-484290a96aea;http://id.loc.gov/authorities/subjects/sh85084075	metal and metal ore products	The offered metal and metal ore products, their functionalities, properties and legal and regulatory requirements.	knowledge	esco		
esco.0f8b7a8d-371b-4ee9-8f4e-3317442bd047	http://data.europa.eu/esco/skill/0f8b7a8d-371b-4ee9-8f4e-3317442bd047;dbpedia.Proposed_amusement_parks	http://data.europa.eu/esco/skill/0f8b7a8d-371b-4ee9-8f4e-3317442bd047;http://dbpedia.org/resource/Category:Proposed_amusement_parks	announce amusement park attractions	Announce and promote amusement park attractions, games and entertainment to potential visitors.	skill competence	esco		
esco.0f9098d1-9bcd-453c-a9ec-e8b635705976	http://data.europa.eu/esco/skill/0f9098d1-9bcd-453c-a9ec-e8b635705976;lcsh.sh85148032	http://data.europa.eu/esco/skill/0f9098d1-9bcd-453c-a9ec-e8b635705976;http://id.loc.gov/authorities/subjects/sh85148032	woodworking processes	Steps in the processing of wood for the manufacturing of wooden articles and types of machines used for these processes such as drying, shaping, assembling and surface finishing.	knowledge	esco	1.0	6.0
esco.0f997f18-7304-4f0c-b0f0-6468f953d52d	http://data.europa.eu/esco/skill/0f997f18-7304-4f0c-b0f0-6468f953d52d;lcsh.sh85002542	http://data.europa.eu/esco/skill/0f997f18-7304-4f0c-b0f0-6468f953d52d;http://id.loc.gov/authorities/subjects/sh85002542	procedures associated with different air navigation areas	The relevant information related to various air navigation areas, including the availability of air navigation facilities and services and the procedures associated with them, as well as general air navigation procedures.	knowledge	esco	3.0	3.0
esco.0faefe0b-17d1-4fa7-87ee-3c21096765c0	http://data.europa.eu/esco/skill/0faefe0b-17d1-4fa7-87ee-3c21096765c0;lcsh.sh93004493	http://data.europa.eu/esco/skill/0faefe0b-17d1-4fa7-87ee-3c21096765c0;http://id.loc.gov/authorities/subjects/sh93004493	horse riding equipment	Equipment used for riding horses such as a saddle or stirrups.	knowledge	esco		
esco.0fb63e16-f674-4b96-9954-b9d63b666650	http://data.europa.eu/esco/skill/0fb63e16-f674-4b96-9954-b9d63b666650;dbpedia.Botanicals	http://data.europa.eu/esco/skill/0fb63e16-f674-4b96-9954-b9d63b666650;http://dbpedia.org/resource/Category:Botanicals	variety of botanicals	Principles of botanicals with a primary focus in herbaceous and annual plants in raw form.	knowledge	esco	0.0	2.0
esco.0fba68dc-6f5d-4974-b3cf-5d3215f7d363	http://data.europa.eu/esco/skill/0fba68dc-6f5d-4974-b3cf-5d3215f7d363;lcsh.sh00006081	http://data.europa.eu/esco/skill/0fba68dc-6f5d-4974-b3cf-5d3215f7d363;http://id.loc.gov/authorities/subjects/sh00006081	edit negatives	Use different software products and techniques to process photographic negatives and adapt the images to the desired specifications.	skill competence	esco	7.0	9.0
esco.0fbaceff-df05-4ef7-b735-188dc183b56b	http://data.europa.eu/esco/skill/0fbaceff-df05-4ef7-b735-188dc183b56b	http://data.europa.eu/esco/skill/0fbaceff-df05-4ef7-b735-188dc183b56b	carry out job analysis	Research and perform studies on occupations, analyse and integrate data to identify the content of jobs, meaning the requirements to perform the activities, and deliver the information to business, industry or government officials.	skill competence	esco	6.0	8.0
esco.0fbba913-65b1-47ea-a429-d4d84f44072c	http://data.europa.eu/esco/skill/0fbba913-65b1-47ea-a429-d4d84f44072c;lcsh.sh85007505	http://data.europa.eu/esco/skill/0fbba913-65b1-47ea-a429-d4d84f44072c;http://id.loc.gov/authorities/subjects/sh85007505	teach arts principles	Instruct students in the theory and practice of arts and crafts and the fine arts, whether recreationally, as part of their general education, or with the aim of assisting them in pursuing a future career in this field. Offer instruction in courses such as drawing, painting, sculpting and ceramics.	skill competence	esco	10.0	12.0
esco.0fbf4bd8-0228-4ce0-bfa6-7e1cb8b63054	http://data.europa.eu/esco/skill/0fbf4bd8-0228-4ce0-bfa6-7e1cb8b63054;dbpedia.Artistic_techniques_by_art	http://data.europa.eu/esco/skill/0fbf4bd8-0228-4ce0-bfa6-7e1cb8b63054;http://dbpedia.org/resource/Category:Artistic_techniques_by_art	contribute to an artistic approach	Contribute to the development of an artistic approach. Help the choreographer develop his or her artistic intent, grasping the work's identity, participating in the creative process.	skill competence	esco	6.0	8.0
esco.0fc46898-7875-4e60-93a6-fcc7f2c11579	http://data.europa.eu/esco/skill/0fc46898-7875-4e60-93a6-fcc7f2c11579;lcsh.sh2006001057;lcsh.sh2006003900	http://data.europa.eu/esco/skill/0fc46898-7875-4e60-93a6-fcc7f2c11579;http://id.loc.gov/authorities/subjects/sh2006001057;http://id.loc.gov/authorities/subjects/sh2006003900	effect of water currents	The impact of water currents on fish farms, in cages, ponds, lagoons and rivers.	knowledge	esco	6.0	8.0
esco.0fc9b742-ad2e-4ae1-bcc1-5207e0496675	http://data.europa.eu/esco/skill/0fc9b742-ad2e-4ae1-bcc1-5207e0496675;lcsh.sh85059620	http://data.europa.eu/esco/skill/0fc9b742-ad2e-4ae1-bcc1-5207e0496675;http://id.loc.gov/authorities/subjects/sh85059620	counsel patients on improving hearing	Counsel and instruct patients with hearing problems to help them improve their communication, guiding them to solutions like sign language or lip-reading.	skill competence	esco	6.0	8.0
esco.0fdc32f8-d7f4-48c3-895a-5aefc23a44b4	http://data.europa.eu/esco/skill/0fdc32f8-d7f4-48c3-895a-5aefc23a44b4;lcsh.sh2001009024	http://data.europa.eu/esco/skill/0fdc32f8-d7f4-48c3-895a-5aefc23a44b4;http://id.loc.gov/authorities/subjects/sh2001009024	perform ideation activities	Implement the different techniques to generate ideas. Sketching, prototyping and brainstorming are examples of these techniques.	skill competence	esco	9.0	12.0
esco.0fe57279-53a8-478f-bcf9-dfe8172f0fb6	http://data.europa.eu/esco/skill/0fe57279-53a8-478f-bcf9-dfe8172f0fb6	http://data.europa.eu/esco/skill/0fe57279-53a8-478f-bcf9-dfe8172f0fb6	respond to inquiries in written form	Draft concise and to-the-point answers in order to reply, in a written form, to entering inquiries formulated in written formats as well.	skill competence	esco	0.0	1.0
esco.0fec1631-99b3-4067-9b6e-dcecfd061428	http://data.europa.eu/esco/skill/0fec1631-99b3-4067-9b6e-dcecfd061428;lcsh.sh85112135;lcsh.sh85145959	http://data.europa.eu/esco/skill/0fec1631-99b3-4067-9b6e-dcecfd061428;http://id.loc.gov/authorities/subjects/sh85112135;http://id.loc.gov/authorities/subjects/sh85145959	discuss weight loss plan	Talk with your client in order to discover their nutritional and exercise habits. Discuss weight loss goals and determine a plan to reach these goals.	skill competence	esco	6.0	8.0
esco.0ff4d24c-eb91-4794-ab18-9f05739dda40	http://data.europa.eu/esco/skill/0ff4d24c-eb91-4794-ab18-9f05739dda40	http://data.europa.eu/esco/skill/0ff4d24c-eb91-4794-ab18-9f05739dda40	ensure the provision of resources for physical activity	Ensure the physical resources (equipment, materials, premises, services and energy supplies) required to carry out planned physical activities and sports in the organisation.	skill competence	esco	3.0	5.0
esco.0ff99f51-40d9-42f1-a1ec-377b2bb5e15f	http://data.europa.eu/esco/skill/0ff99f51-40d9-42f1-a1ec-377b2bb5e15f;lcsh.sh2001007789	http://data.europa.eu/esco/skill/0ff99f51-40d9-42f1-a1ec-377b2bb5e15f;http://id.loc.gov/authorities/subjects/sh2001007789	comply with food safety and hygiene	Respect optimal food safety and hygiene during preparation, manufacturing, processing, storage, distribution and delivery of food products.	skill competence	esco	9.0	12.0
esco.0ff9d03c-0430-4423-91d5-c2d3e12c3a22	http://data.europa.eu/esco/skill/0ff9d03c-0430-4423-91d5-c2d3e12c3a22	http://data.europa.eu/esco/skill/0ff9d03c-0430-4423-91d5-c2d3e12c3a22	assist in developing practices for well being of employees	Help in policies development, practices and cultures that promote and maintain the physical, mental and social well-being of all workers, in order to prevent sick leave.	skill competence	esco	9.0	12.0
esco.0ffce932-cec4-4fec-87e6-df23fb6bdc12	http://data.europa.eu/esco/skill/0ffce932-cec4-4fec-87e6-df23fb6bdc12;lcsh.sh85113042	http://data.europa.eu/esco/skill/0ffce932-cec4-4fec-87e6-df23fb6bdc12;http://id.loc.gov/authorities/subjects/sh85113042	find grants	Detect possible grants and grant opportunities for their organisation by consulting the foundation or agency offering the funding. Follow up and complete application processes.	skill competence	esco		
esco.0ffdb6ac-03b5-4f1c-bfcc-3d9cb874fdf9	http://data.europa.eu/esco/skill/0ffdb6ac-03b5-4f1c-bfcc-3d9cb874fdf9;dbpedia.Computer_hacking	http://data.europa.eu/esco/skill/0ffdb6ac-03b5-4f1c-bfcc-3d9cb874fdf9;http://dbpedia.org/resource/Category:Computer_hacking	ethical hacking principles	The set of actions that are carried out to detect vulnerabilities within a computerised system in order to improve security within an organisation. They aim to identify and address data breaches and threats in a network.	knowledge	esco	9.0	9.0
esco.10026df1-670d-4c75-b3d5-ee0037f9d59b	http://data.europa.eu/esco/skill/10026df1-670d-4c75-b3d5-ee0037f9d59b	http://data.europa.eu/esco/skill/10026df1-670d-4c75-b3d5-ee0037f9d59b	lead process optimisation	Lead process optimisation using statistical data. Design experiments on the production line and functional process control models.	skill competence	esco	9.0	12.0
esco.10095abb-e2e0-401a-b9d4-b871ca4e3d0a	http://data.europa.eu/esco/skill/10095abb-e2e0-401a-b9d4-b871ca4e3d0a	http://data.europa.eu/esco/skill/10095abb-e2e0-401a-b9d4-b871ca4e3d0a	protect workpiece components from processing	Cover parts from being treated with chemicals in order to protect them.	skill competence	esco		
esco.1019423b-3368-4f83-b24f-19e5fa23e816	http://data.europa.eu/esco/skill/1019423b-3368-4f83-b24f-19e5fa23e816;dbpedia.Design_patterns	http://data.europa.eu/esco/skill/1019423b-3368-4f83-b24f-19e5fa23e816;http://dbpedia.org/resource/Category:Design_patterns	software UI design patterns	The reusable solutions and formalised best practices to solve common user interface tasks in software development and design.	knowledge	esco	9.0	12.0
esco.101d2f56-bf4c-441b-b1ca-1d09d3b0f1d0	http://data.europa.eu/esco/skill/101d2f56-bf4c-441b-b1ca-1d09d3b0f1d0;lcsh.sh85142341	http://data.europa.eu/esco/skill/101d2f56-bf4c-441b-b1ca-1d09d3b0f1d0;http://id.loc.gov/authorities/subjects/sh85142341	adjust the varnish mixture	Adjust the mixed elements in order to create the proper varnish by adding oil when the gum becomes liquid.	skill competence	esco		
esco.101d63ee-bb22-4a7c-9e0a-c2716063696a	http://data.europa.eu/esco/skill/101d63ee-bb22-4a7c-9e0a-c2716063696a;lcsh.sh2009126232	http://data.europa.eu/esco/skill/101d63ee-bb22-4a7c-9e0a-c2716063696a;http://id.loc.gov/authorities/subjects/sh2009126232	make health, safety and environment assessments	Execute health, safety and environmental assessments to ensure proper working environment and conditions.	skill competence	esco	9.0	12.0
esco.101e6f4c-c892-4812-9e2c-f2b888771bb3	http://data.europa.eu/esco/skill/101e6f4c-c892-4812-9e2c-f2b888771bb3;lcsh.sh2007004979	http://data.europa.eu/esco/skill/101e6f4c-c892-4812-9e2c-f2b888771bb3;http://id.loc.gov/authorities/subjects/sh2007004979	test wind turbine blades	Test new designs of wind turbine blades which are meant for usage on wind farms, ensuring that the blades are functional and safe for usage on the target wind farm.	skill competence	esco		
esco.1023ac61-250f-4eef-b7a9-238cf071685f	http://data.europa.eu/esco/skill/1023ac61-250f-4eef-b7a9-238cf071685f;lcsh.sh2010104042	http://data.europa.eu/esco/skill/1023ac61-250f-4eef-b7a9-238cf071685f;http://id.loc.gov/authorities/subjects/sh2010104042	provide professional care in nursing	Provide professional care, adequate to the health and nursing care needs of the individuals, families and groups, taking into account the scientific developments, as well as the quality and safety requirements established in accordance with the legal/professional conduct regulations.	skill competence	esco	3.0	5.0
esco.1024388a-5601-4d18-bae9-4531a12b774b	http://data.europa.eu/esco/skill/1024388a-5601-4d18-bae9-4531a12b774b	http://data.europa.eu/esco/skill/1024388a-5601-4d18-bae9-4531a12b774b	counsel healthcare users on medicines	Discuss and agree with healthcare users on the appropriate use of medicines, providing the healthcare user with sufficient information to assure the safe and proper use of the medicine.	skill competence	esco	0.0	2.0
esco.102bab2f-6d11-43e0-afa8-d50c6b94e4b4	http://data.europa.eu/esco/skill/102bab2f-6d11-43e0-afa8-d50c6b94e4b4	http://data.europa.eu/esco/skill/102bab2f-6d11-43e0-afa8-d50c6b94e4b4	perform necessary checks before moving aircraft onto stand	Perform a series of standard checks before bringing aircraft into a stand. Check service equipment and check for oil/fuel spills. Check activities on adjacent stands, etc.	skill competence	esco		
